loan_amnt,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_il_6m,sec_app_chargeoff_within_12_mths,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount
6000, 36 months,0.0749,186.61,Technology Instructor,10+ years,MORTGAGE,110000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,18.8,0,32448,0,31,,14,0,30326,0.717,32,w,3000.98,3000.98,3539.35,3539.35,2999.02,540.33,0,0,0,42948,186.61,42979,42948,0,,1,INDIVIDUAL,,,,0,0,554143,1,4,1,2,11,23266,45,1,1,9453,57,42300,0,7,1,3,39582,2762,89.1,0,0,99,325,2,2,7,2,81,6,31,0,3,6,3,9,8,8,17,7,14,0,0,0,2,93.7,100,0,0,613223,53592,25400,51642,,,,,N,,,,,,,,,,,,,,
18000, 36 months,0.098,579.13,Forklift driver,2 years,MORTGAGE,45000,Not Verified,42339,Current,n,,,major_purchase,Major purchase,952xx,CA,21.39,0,37316,3,81,,14,0,4667,0.088,31,w,9157.2,9157.2,10978.97,10978.97,8842.8,2136.17,0,0,0,42948,579.13,42979,42948,0,,1,INDIVIDUAL,,,,0,0,217320,3,1,1,2,5,20629,86,1,3,4440,33,53300,2,2,6,8,16717,36333,11.4,0,0,164,165,5,5,3,5,,0,81,0,3,3,8,11,9,12,18,3,14,0,0,0,4,96.8,0,0,0,270757,25296,41000,23957,,,,,N,,,,,,,,,,,,,,
12000, 36 months,0.0699,370.48,External Affairs Associate,1 year,RENT,76000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,941xx,CA,4.26,0,38292,0,,,9,0,14327,0.364,19,w,4205,4205,8672.96,8672.96,7795,877.96,0,0,0,42948,370.48,42979,42948,0,,1,INDIVIDUAL,,,,0,0,67956,0,2,0,0,27,53629,99,0,0,6674,53,39400,0,0,0,0,8495,24530,36.1,0,0,90,133,29,27,0,41,,,,0,3,5,4,10,4,7,15,5,9,0,0,0,0,100,50,0,0,93350,67956,38400,53950,,,,,N,,,,,,,,,,,,,,
10000, 36 months,0.2509,398.08,Medical Social Worker,4 years,RENT,110000,Source Verified,42339,Fully Paid,n,,,medical,Medical expenses,912xx,CA,11.83,1,39783,5,16,74,20,1,9415,0.413,22,w,0,0,12894.63987,12894.64,10000,2894.64,0,0,0,42856,6958.29,,42948,0,16,1,INDIVIDUAL,,,,0,640,28194,10,2,2,2,1,18779,86,10,17,1634,63,22800,1,0,6,19,1410,8200,47.8,0,0,8,84,1,1,0,1,,2,,1,9,16,9,9,2,18,19,17,20,0,0,1,12,95.5,22.2,1,0,44638,28194,15700,21838,,,,,N,,,,,,,,,,,,,,
9600, 36 months,0.0649,294.19,Surveillance Investigator,3 years,MORTGAGE,50000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,890xx,NV,8.76,0,38108,0,43,,8,0,1125,0.082,16,w,4765.79,4765.79,5580.96,5580.96,4834.21,746.75,0,0,0,42948,294.19,42979,42948,0,79,1,INDIVIDUAL,,,,0,237,7249,1,1,1,1,11,6124,82,2,3,1088,34,13800,1,0,1,4,906,12675,8.2,0,0,95,139,6,6,0,6,,2,76,1,3,3,7,10,5,7,11,3,8,0,0,0,3,75,0,0,0,21300,7249,13800,7500,,,,,N,,,,,,,,,,,,,,
8000, 36 months,0.1078,261.08,Account Representative ,< 1 year,RENT,54000,Not Verified,42339,Fully Paid,n,,,credit_card,Credit card refinancing,104xx,NY,28.1,0,39326,1,27,,20,0,8104,0.401,33,w,0,0,8330.21,8330.21,8000,330.21,0,0,0,42522,7297.87,,42461,0,27,1,INDIVIDUAL,,,,0,0,70160,0,14,1,2,8,60342,94,1,2,2308,80,20200,2,0,3,5,3508,12096,40.1,0,0,99,84,9,8,0,9,,0,,1,4,4,5,6,26,5,6,4,20,0,0,0,3,93.7,40,0,0,87577,70160,20200,64396,,,,,N,,,,,,,,,,,,,,
15000, 60 months,0.1989,396.5,Manager,10+ years,MORTGAGE,62800,Source Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,977xx,OR,21.19,1,34973,0,14,76,13,1,5249,0.378,33,w,0,0,17490.95,17490.95,15000,2490.95,0,0,0,42705,82.98,,42948,0,,1,INDIVIDUAL,,,,0,0,210294,0,3,1,2,10,29397,67,1,6,1027,60,13900,0,4,5,9,16176,473,68.5,0,0,242,180,12,10,1,18,14,6,14,0,1,7,1,3,13,9,19,8,13,0,0,0,2,96.7,0,1,0,237762,34646,1500,43760,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.1148,494.5,Complex Bill Review Nurse ,3 years,MORTGAGE,60000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,605xx,IL,24.32,1,33635,0,14,,8,0,62210,0.869,21,w,7306.1,7306.1,9829.36,9829.36,7693.9,2110.73,24.73,0,0,42948,494.5,42979,42948,0,,1,INDIVIDUAL,,,,0,0,190532,2,1,0,0,44,7638,46,3,7,4991,68,64900,0,7,1,7,23817,19,99.7,0,0,81,286,4,4,2,4,,12,14,0,2,6,2,7,2,6,17,6,8,0,0,0,3,95.2,100,0,0,211678,69848,6500,16778,,,,,N,,,,,,,,,,,,,,
7500, 36 months,0.0649,229.84,District manager,< 1 year,RENT,75000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,921xx,CA,17.31,0,38353,0,46,82,12,1,4022,0.258,25,w,3723.2,3723.2,4360.2,4360.2,3776.8,583.4,0,0,0,42948,229.84,42979,42948,0,,1,INDIVIDUAL,,,,0,0,38951,0,3,0,1,15,34929,72,0,2,1090,61,15600,2,0,0,3,3246,4255,26.6,0,0,131,131,13,13,0,15,,15,,0,5,8,5,10,7,9,18,8,12,0,0,0,0,95.7,0,1,0,64130,38951,5800,48530,,,,,N,,,,,,,,,,,,,,
10000, 36 months,0.1148,329.67,Computer Manager,10+ years,MORTGAGE,150000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,708xx,LA,15.83,1,37257,1,23,,19,0,24816,0.485,38,w,5149.56,5149.56,6247.79,6247.79,4850.44,1397.35,0,0,0,42948,329.67,42979,42948,0,,1,INDIVIDUAL,,,,0,0,328605,3,5,3,4,3,42885,80,1,2,8528,65,51200,1,0,4,6,17295,12552,61.3,0,0,111,167,2,2,6,2,,5,,0,6,10,7,12,12,12,19,10,19,0,0,0,4,97.3,57.1,0,0,384129,67726,32400,53740,,,,,N,,,,,,,,,,,,,,
28500, 36 months,0.1797,1029.92,Owner,< 1 year,MORTGAGE,75000,Source Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,662xx,KS,27.11,0,37104,0,,,17,0,77840,0.738,40,w,0,0,34062.14217,34062.14,28500,5562.14,0,0,0,42826,19172.13,,42826,0,,1,INDIVIDUAL,,,,0,0,221302,0,2,1,1,7,42006,24,1,3,13504,58,124400,1,0,2,4,13831,6289,88.3,0,0,149,172,12,7,2,18,,0,,0,6,9,8,16,9,14,28,9,17,0,0,0,2,100,62.5,0,0,324816,119846,53600,66056,,,,,N,,,,,,,,,,,,,,
35000, 36 months,0.1849,1273.96,Principal Sales Consultant,10+ years,OWN,170000,Source Verified,42339,Charged Off,n,,,debt_consolidation,Debt consolidation,750xx,TX,16.04,1,37561,1,20,,14,0,41435,0.558,43,w,0,0,2458.04,2458.04,1480.66,977.38,0,0,0,42430,1273.96,,42948,0,70,1,INDIVIDUAL,,,,0,61,102803,3,2,1,3,4,60387,78,4,5,11900,55,74300,0,1,2,8,7908,8638,77.1,0,0,142,157,3,3,5,7,20,3,20,1,5,10,6,13,10,11,27,10,14,0,0,0,5,90.7,80,0,0,153387,102803,37800,66236,,,,,N,,,,,,,,,,,,,,
3850, 36 months,0.2148,146,Project Manager,4 years,RENT,88000,Source Verified,42339,Charged Off,n,,,home_improvement,Home improvement,112xx,NY,6.23,1,39142,3,13,,8,0,23,0.005,11,w,0,0,1171.51,1171.51,655.19,501.32,15,0,0,42614,146,,42948,0,,1,INDIVIDUAL,,,,0,0,9511,1,3,2,2,11,9488,39,4,5,23,32,5100,2,0,10,7,1189,5077,0.5,0,0,105,45,6,6,0,6,,0,,0,1,1,5,6,5,5,6,1,8,0,0,0,6,90.9,0,0,0,29471,9511,5100,24371,,,,,N,,,,,,,,,,,,,,
28000, 36 months,0.1577,981.23,Director of Instructional Technology,10+ years,MORTGAGE,90000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,069xx,CT,11.12,0,34335,2,,,22,0,50831,0.67,45,w,14861.61,14861.61,18582.04,18582.04,13138.39,5443.65,0,0,0,42948,981.23,42979,42948,0,43,1,INDIVIDUAL,,,,0,0,50831,3,0,0,0,45,0,0,3,5,3700,67,75990,1,0,3,5,2541,2250,84,0,0,131,263,3,3,5,21,,2,,0,4,20,9,10,2,20,39,14,20,,0,0,3,93,75,0,0,75990,13116,9000,0,,,,,N,,,,,,,,,,,,,,
16000, 36 months,0.1727,572.6,,n/a,RENT,48305,Verified,42339,Fully Paid,n,,,other,Other,809xx,CO,23.33,0,38808,2,,,4,0,197,0.197,13,f,0,0,16662.55808,16662.56,16000,662.56,0,0,0,42491,253.13,,42736,0,,1,INDIVIDUAL,,,,0,0,48466,3,2,4,4,2,48269,88,1,2,0,82,1000,1,3,8,6,12117,,,0,0,116,19,11,2,0,,,1,,0,0,1,0,0,11,2,2,1,4,0,0,0,5,100,,0,0,50419,48466,0,49419,,,,,N,,,,,,,,,,,,,,
30000, 36 months,0.0749,933.05,Chief Operating Officer,10+ years,MORTGAGE,160630,Source Verified,42339,Current,n,,,credit_card,Credit card refinancing,606xx,IL,19.87,0,37742,0,,,11,0,47323,0.621,26,w,14165.53,14165.53,18536.16,18536.16,15834.47,2701.69,0,0,0,42948,933.05,42979,42948,0,,1,INDIVIDUAL,,,,0,0,356321,0,1,0,0,87,55475,,1,2,24711,62,76400,0,0,1,2,32393,25277,69.4,0,0,120,149,7,7,3,7,,12,,0,4,4,6,12,3,8,17,4,11,0,0,0,1,100,33.3,0,0,442456,102798,72600,93581,,,,,N,,,,,,,,,,,,,,
10000, 36 months,0.098,321.74,Quality Control,3 years,RENT,78000,Source Verified,42339,Current,n,,,other,,920xx,CA,12.28,0,36831,0,80,,7,0,9362,0.892,10,w,5087.3,5087.3,6122.28,6122.28,4912.7,1209.58,0,0,0,42948,321.74,42979,42948,0,80,1,INDIVIDUAL,,,,0,0,17399,0,2,0,0,44,8037,23,0,2,3174,39,10500,0,0,0,2,2486,1138,89.2,0,0,181,63,19,19,0,19,,19,,1,4,4,4,4,6,4,4,4,7,0,0,0,0,90,100,0,0,45168,17399,10500,34668,,,,,N,,,,,,,,,,,,,,
35000, 36 months,0.1344,1186.72,Manager,9 years,RENT,86000,Source Verified,42339,Current,n,,,home_improvement,Home improvement,953xx,CA,16.93,0,38078,3,,84,28,1,1270,0.032,49,w,18277.2,18277.2,22482.35,22482.35,16722.8,5759.55,0,0,0,42948,1186.72,42979,42948,0,,1,INDIVIDUAL,,,,0,0,62777,2,3,3,10,4,61507,59,1,6,83,28,39700,6,2,12,16,3488,20317,0.4,0,0,140,132,12,4,1,19,,0,,0,1,2,7,9,17,25,31,2,28,0,0,0,4,100,0,1,0,116535,62777,20400,76835,,,,,N,,,,,,,,,,,,,,
8000, 36 months,0.1148,263.74,Central Alarm Station Operator,10+ years,RENT,50000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,554xx,MN,34.14,0,36892,1,44,,16,0,19579,0.712,31,w,4119.57,4119.57,4998.3,4998.3,3880.43,1117.87,0,0,0,42948,263.74,42979,42948,0,44,1,INDIVIDUAL,,,,0,0,52785,1,4,2,2,6,33206,63,0,3,4797,65,27500,0,1,1,5,3299,2767,85.7,0,0,179,121,16,6,0,16,,5,,0,9,12,9,18,9,12,22,12,16,0,0,0,2,96.7,55.6,0,0,80650,52785,19300,53150,,,,,N,,,,,,,,,,,,,,
28000, 36 months,0.0532,843.22,CEO,1 year,MORTGAGE,265000,Not Verified,42339,Current,n,,,home_improvement,Home improvement,554xx,MN,9.49,0,31686,0,29,,19,0,12907,0.2,36,w,12996.15,12996.15,16787.26,16787.26,15003.85,1783.41,0,0,0,42948,843.22,42979,42948,0,93,1,INDIVIDUAL,,,,0,0,454447,2,4,0,1,7,115919,94,4,4,5542,20,63700,1,1,2,6,23918,4421,28,0,0,184,350,0,0,3,1,29,7,29,2,7,14,8,9,11,14,22,10,19,,0,0,5,83,0,0,0,514776,128826,30950,123441,,,,,N,,,,,,,,,,,,,,
8000, 36 months,0.1148,263.74,Relationship Manager,5 years,MORTGAGE,125000,Not Verified,42339,Fully Paid,n,,,home_improvement,Home improvement,900xx,CA,9.37,0,32813,2,46,101,17,1,26411,0.577,22,w,0,0,8068.76,8068.76,8000,68.76,0,0,0,42401,8081.52,,42370,0,,1,INDIVIDUAL,,,,0,0,476709,3,2,0,0,131,16714,75,3,4,6987,63,45800,0,0,3,5,28042,3965,81.5,0,0,141,313,2,2,1,2,46,6,46,1,6,10,6,8,3,14,18,11,17,0,0,0,4,95.5,83.3,0,1,504024,43125,21400,22224,,,,,N,,,,,,,,,,,,,,
24000, 60 months,0.0791,485.61,Vice President,8 years,MORTGAGE,116250,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,721xx,AR,19.88,0,31929,0,80,,13,0,33832,0.493,20,w,17396.01,17396.01,9200.22,9200.22,6603.99,2596.23,0,0,0,42948,485.61,42979,42948,0,,1,INDIVIDUAL,,,,0,0,430490,1,5,1,1,12,84865,76,2,4,15752,66,68600,1,0,1,6,33115,33868,49.3,0,0,156,342,2,2,2,2,,12,,0,5,6,6,11,6,7,12,6,13,0,0,0,3,95,66.7,0,0,497217,118697,66800,111667,,,,,N,,,,,,,,,,,,,,
28000, 60 months,0.1577,677.49,Manager,8 years,MORTGAGE,95000,Source Verified,42339,Current,n,,,credit_card,Credit card refinancing,103xx,NY,8.59,0,37834,0,,,7,0,26548,0.969,9,w,21368.86,21368.86,12810.98,12810.98,6631.14,6179.84,0,0,0,42948,677.49,42979,42948,0,,1,INDIVIDUAL,,,,0,0,313058,0,1,0,0,137,7165,47,0,1,12626,79,27400,0,0,0,1,44723,70,99.7,0,0,137,148,17,17,1,17,,,,0,3,5,3,3,1,5,7,5,7,0,0,0,0,100,100,0,0,351874,33713,22000,15180,,,,,N,,,,,,,,,,,,,,
28000, 60 months,0.0917,583.55,Technical Engineer,1 year,MORTGAGE,67000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,346xx,FL,28.1,2,35034,0,10,,18,0,31248,0.73,38,w,20473.41,20473.41,11051.79,11051.79,7526.59,3525.2,0,0,0,42948,583.55,42979,42948,0,,1,INDIVIDUAL,,,,0,0,314873,0,10,0,0,33,80937,82,0,2,10646,78,42800,0,1,0,2,17493,6143,80.1,0,0,156,240,16,16,5,49,,,,0,3,4,4,7,23,6,10,4,18,0,0,0,0,94.7,75,0,0,340306,112185,30900,83486,,,,,N,,,,,,,,,,,,,,
20000, 36 months,0.0849,631.26,autobody technican,< 1 year,MORTGAGE,80000,Source Verified,42339,Current,n,,,credit_card,,660xx,KS,19.26,0,36770,3,,,12,0,20359,0.415,31,w,10077.59,10077.59,11970.36,11970.36,9922.41,2047.95,0,0,0,42948,631.26,42979,42948,0,,1,INDIVIDUAL,,,,0,0,217694,3,2,1,3,5,35448,89,2,4,6182,63,49100,1,8,5,9,18141,21775,36.9,0,0,183,149,5,5,4,5,,5,,0,6,8,7,8,16,9,11,8,12,0,0,0,4,100,14.3,0,0,251590,55807,34500,39793,,,,,N,,,,,,,,,,,,,,
5200, 36 months,0.0917,165.78,Sales,5 years,MORTGAGE,51000,Source Verified,42339,Current,n,,,car,Car financing,317xx,GA,20.21,1,38200,0,9,,7,0,1803,0.316,24,w,2633.12,2633.12,3143.2,3143.2,2566.88,576.32,0,0,0,42948,165.78,42979,42948,0,,1,INDIVIDUAL,,,,0,0,138597,0,3,0,2,13,20600,61,0,1,999,56,5700,0,0,0,3,19800,3897,31.6,0,0,136,126,18,13,3,18,37,,32,0,3,3,3,4,8,3,13,3,7,0,0,0,0,87,33.3,0,0,165466,22403,5700,34020,,,,,N,,,,,,,,,,,,,,
3600, 36 months,0.1485,124.54,Account Representative,10+ years,OWN,41200,Verified,42339,Fully Paid,n,,,medical,Medical expenses,782xx,TX,34.66,0,34213,1,,70,26,1,9195,0.828,31,w,0,0,4229.957939,4229.96,3600,629.96,0,0,0,42887,2244.74,,42917,0,,1,INDIVIDUAL,,,,0,0,178207,0,18,1,4,12,168881,102,1,2,2439,101,11100,1,0,4,6,6854,917,90.1,0,0,267,177,10,10,0,20,,3,,0,6,7,6,9,20,7,10,7,26,0,0,0,2,100,83.3,1,0,168392,178207,9300,157161,,,,,N,,,,,,,,,,,,,,
30000, 60 months,0.1849,769.83,Business Development Manager,< 1 year,MORTGAGE,110000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,015xx,MA,32.78,0,37803,0,,,20,0,26804,0.83,47,w,23273.3,23273.3,14549.73,14549.73,6726.7,7823.03,0,0,0,42948,769.83,42979,42948,0,,1,INDIVIDUAL,,,,0,0,338390,0,13,1,2,12,115884,79,2,3,13872,80,32300,0,2,1,5,16920,5496,83,0,0,149,136,7,7,5,7,,9,,0,5,5,6,9,30,6,12,5,20,0,0,0,3,100,66.7,0,0,389108,142688,32300,148089,,,,,N,,,,,,,,,,,,,,
4000, 36 months,0.1199,132.84,Mechanic,10+ years,RENT,53000,Verified,42339,Fully Paid,n,,,other,Other,182xx,PA,15.53,1,34486,1,5,,8,0,5858,0.505,21,w,0,0,4561.380445,4561.38,4000,561.38,0,0,0,42887,2442.6,,42887,0,,1,INDIVIDUAL,,,,0,0,25063,1,3,2,3,4,19205,88,1,1,5213,75,11600,1,4,1,4,3133,3718,60.9,0,0,258,115,9,4,1,9,5,4,5,0,2,3,3,6,11,5,9,3,8,0,0,0,3,80,0,0,0,33489,25063,9500,21889,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.1078,489.52,Distribution Mechanic A,7 years,OWN,100000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,114xx,NY,15.48,0,40299,0,,,4,0,12124,0.933,5,w,7685.62,7685.62,9278.42,9278.42,7314.38,1964.04,0,0,0,42948,489.52,42979,42948,0,,1,INDIVIDUAL,,,,0,0,24496,0,1,0,0,27,12372,,0,2,6037,93,13000,0,0,0,2,6124,876,93.3,0,0,32,67,15,15,0,15,,,,0,3,3,3,3,2,3,3,3,4,0,0,0,0,100,100,0,0,53209,24496,13000,40209,,,,,N,,,,,,,,,,,,,,
5000, 36 months,0.1288,168.19,Credit Supv,7 years,MORTGAGE,59000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,3.82,0,37834,2,74,,13,0,5159,0.403,18,w,2600.51,2600.51,3186.67,3186.67,2399.49,787.18,0,0,0,42948,168.19,42979,42948,0,74,1,INDIVIDUAL,,,,0,1613,213802,2,2,2,2,10,9949,99,2,7,1602,65,12800,0,0,2,11,16446,1565,71,0,0,148,28,2,2,1,4,,2,,1,3,6,3,3,5,9,9,6,13,0,0,0,4,94.4,66.7,0,0,226366,15108,5400,10090,,,,,N,,,,,,,,,,,,,,
9000, 36 months,0.0791,281.66,Accounting Supervisor,10+ years,RENT,79300,Source Verified,42339,Fully Paid,n,,,credit_card,Credit card refinancing,017xx,MA,11.24,1,33086,0,1,,7,0,19798,0.453,13,f,0,0,9457.870001,9457.87,9000,457.87,0,0,0,42614,7179.35,,42644,0,,1,INDIVIDUAL,,,,0,0,20474,0,1,0,0,35,676,6,0,0,9214,37,43700,0,0,0,0,2925,19609,48.4,0,0,121,304,41,35,0,147,,,1,0,2,4,2,3,3,6,10,5,7,0,0,0,0,92.3,0,0,0,55884,20474,38000,12184,,,,,N,,,,,,,,,,,,,,
14000, 36 months,0.1199,464.94,Territory Sales manager ,1 year,MORTGAGE,90000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,472xx,IN,24.15,1,37742,2,34,13,9,1,3887,0.6,21,f,7235.8,7235.8,8810.55,8810.55,6764.2,2046.35,0,0,0,42948,464.94,42979,42948,0,16,1,INDIVIDUAL,,,,0,0,286516,3,4,2,2,3,52182,69,2,2,2821,60,6500,2,1,3,5,31835,1625,60,0,0,151,144,2,2,1,2,,2,,0,4,4,7,9,8,4,12,4,9,,0,1,4,81,50,0,1,316911,56069,6500,75740,,,,,N,,,,,,,,,,,,,,
10650, 36 months,0.1577,373.22,Electric groundsman,< 1 year,OWN,33000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,780xx,TX,31.89,0,38231,1,,,7,0,9538,0.712,19,w,5652.67,5652.67,7067.85,7067.85,4997.33,2070.52,0,0,0,42948,373.22,42979,42948,0,,1,INDIVIDUAL,,,,0,0,25993,0,3,0,1,14,16455,56,0,0,5001,61,13400,1,0,1,1,3713,3862,71.2,0,0,135,120,42,14,0,42,,1,,0,2,2,4,10,6,4,13,2,7,0,0,0,0,100,50,0,0,42773,25993,13400,29373,,,,,N,,,,,,,,,,,,,,
4800, 36 months,0.1344,162.76,Fire safety director,2 years,RENT,70000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,20.77,0,33878,0,,64,11,1,16596,0.725,19,w,2509.71,2509.71,3110.36,3110.36,2290.29,820.07,0,0,0,42948,162.76,42979,42948,0,,1,INDIVIDUAL,,,,0,0,46313,1,3,2,3,2,29717,84,0,0,5986,80,22900,2,0,6,3,4210,1388,92.2,0,0,278,117,29,2,0,29,,8,,0,5,6,6,12,5,8,14,6,11,0,0,0,2,100,66.7,0,1,58154,46313,17800,35254,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.098,482.61,Human Resources,10+ years,RENT,58000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,968xx,HI,29.84,0,37865,0,49,,15,0,24378,0.757,27,w,7630.96,7630.96,9149.17,9149.17,7369.04,1780.13,0,0,0,42948,482.61,42979,42948,0,,1,INDIVIDUAL,,,,0,313,42270,0,6,0,1,17,17892,56,0,1,3156,66,32200,0,4,0,2,2818,2280,70,0,0,123,147,17,17,0,17,63,,49,0,2,6,4,9,13,9,14,6,15,0,0,0,0,92.6,50,0,0,64023,42270,7600,31823,,,,,N,,,,,,,,,,,,,,
9500, 36 months,0.0749,295.47,Radiologic Technologist,10+ years,MORTGAGE,49000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,240xx,VA,12.69,0,33178,0,35,,9,0,59899,0.522,17,w,4751.48,4751.48,5633.69,5633.69,4748.52,885.17,0,0,0,42948,295.47,42979,42948,0,,1,INDIVIDUAL,,,,0,50,143852,1,0,0,0,48,0,,1,4,3956,52,69000,0,1,0,4,15984,1481,84.4,0,0,159,301,3,3,2,20,35,20,35,0,3,8,3,6,3,8,12,8,9,0,0,0,1,88.2,100,0,0,179000,59899,9500,0,,,,,N,,,,,,,,,,,,,,
13000, 36 months,0.0532,391.5,RN,9 years,MORTGAGE,76000,Not Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,365xx,AL,7.83,0,37681,0,,,14,0,11136,0.225,43,w,0,0,13706.10702,13706.11,13000,706.11,0,0,0,42826,7406,,42887,0,,1,INDIVIDUAL,,,,0,0,195642,1,1,1,1,2,41052,,0,2,5998,23,49500,0,0,0,3,13974,37164,23.1,0,0,128,153,19,2,2,19,,,,0,4,4,11,17,23,12,18,4,14,0,0,0,1,100,18.2,0,0,247552,52188,48300,41052,,,,,N,,,,,,,,,,,,,,
3200, 36 months,0.1288,107.64,Server,4 years,RENT,12000,Verified,42339,Current,n,,,credit_card,Credit card refinancing,802xx,CO,13.6,0,40787,1,,,8,0,3200,0.444,9,w,1664.36,1664.36,2039.44,2039.44,1535.64,503.8,0,0,0,42948,107.64,42979,42948,0,,1,INDIVIDUAL,,,,0,0,17652,2,1,0,0,51,14452,100,4,6,1349,82,7200,1,0,2,6,2207,534,82.8,0,0,51,30,5,5,0,11,,6,,0,3,4,3,3,1,7,8,4,8,0,0,0,4,100,66.7,0,0,21652,17652,3100,14452,,,,,N,,,,,,,,,,,,,,
9000, 36 months,0.0917,286.92,social service assistant,10+ years,RENT,62000,Source Verified,42339,Fully Paid,n,,,credit_card,Credit card refinancing,770xx,TX,19.32,0,33786,0,47,,14,0,14709,0.401,36,w,0,0,9266,9266,9000,266,0,0,0,42491,8416.7,,42948,0,47,1,INDIVIDUAL,,,,0,233,46300,1,2,1,2,11,31416,150,2,3,7147,80,36700,0,0,1,6,3562,13289,42.2,0,0,146,281,2,2,0,2,,7,,2,5,9,6,9,20,11,15,9,14,0,0,0,4,94.1,20,0,0,57836,46300,23000,20961,,,,,N,,,,,,,,,,,,,,
14000, 60 months,0.1849,359.26,,n/a,OWN,32000,Verified,42339,Current,n,,,credit_card,Credit card refinancing,486xx,MI,29.29,0,33025,0,,,11,0,15434,0.32,18,w,10859.31,10859.31,6789.99,6789.99,3140.69,3649.3,0,0,0,42948,359.26,42979,42948,0,,1,INDIVIDUAL,,,,0,0,83963,2,2,2,2,4,10489,89,0,1,5811,43,52300,1,0,4,3,7633,18336,38.3,0,0,188,306,18,4,1,27,,4,,0,3,7,3,4,4,8,13,7,11,0,0,0,2,100,33.3,0,0,136506,25923,29700,11744,,,,,N,,,,,,,,,,,,,,
